class_name          timestamp
car                 2025-05-23 06:16:29
person              2025-05-23 06:16:29
person              2025-05-23 06:16:29
person              2025-05-23 06:16:29
person              2025-05-23 06:16:29
person              2025-05-23 06:16:29
truck               2025-05-23 06:16:29
bus                 2025-05-23 06:16:29
person              2025-05-23 06:16:29
person              2025-05-23 06:16:29
person              2025-05-23 06:16:29
person              2025-05-23 06:16:29
person              2025-05-23 06:16:29
truck               2025-05-23 06:16:29
person              2025-05-23 06:16:29
person              2025-05-23 06:16:29
truck               2025-05-23 06:16:29
person              2025-05-23 06:16:29
car                 2025-05-23 06:16:29
person              2025-05-23 06:16:29
person              2025-05-23 06:16:29
bus                 2025-05-23 06:16:29
person              2025-05-23 06:16:30
person              2025-05-23 06:16:30
truck               2025-05-23 06:16:30
person              2025-05-23 06:16:30
person              2025-05-23 06:16:30
bus                 2025-05-23 06:16:30
